id,municipio,id_municipio,uf,longitude,latitude
3531704,Monteiro Lobato,5088.0,SP,-45.840661,-22.954413
3531803,Monte Mor,5089.0,SP,-47.312182,-22.945043
3531902,Morro Agudo,5090.0,SP,-48.058084,-20.728828
3532009,Morungaba,5091.0,SP,-46.789601,-22.881071
3532058,Motuca,5092.0,SP,-48.153764,-21.510287
3532108,Murutinga do Sul,5093.0,SP,-51.277389,-20.990803
3532157,Nantes,5094.0,SP,-51.239977,-22.615559
3532207,Narandiba,5095.0,SP,-51.527357,-22.405737
3532306,Natividade da Serra,5096.0,SP,-45.446764,-23.370665
3532405,Nazaré Paulista,5097.0,SP,-46.398295,-23.174731
3532504,Neves Paulista,5098.0,SP,-49.635767,-20.842992
3532603,Nhandeara,5099.0,SP,-50.043596,-20.69455
3532702,Nipoã,5100.0,SP,-49.783278,-20.911397
3532801,Nova Aliança,5101.0,SP,-49.498642,-21.015649
3532827,Nova Campina,5102.0,SP,-48.902179,-24.122367
3532843,Nova Canaã Paulista,5103.0,SP,-50.948264,-20.383625
3532868,Nova Castilho,5104.0,SP,-50.347741,-20.761492
3532900,Nova Europa,5105.0,SP,-48.570468,-21.77647
3533007,Nova Granada,5106.0,SP,-49.312268,-20.532074
3533106,Nova Guataporanga,5107.0,SP,-51.644655,-21.331968
3533205,Nova Independência,5108.0,SP,-51.490531,-21.10263
3533254,Novais,5109.0,SP,-48.914091,-20.98928
3533304,Nova Luzitânia,5110.0,SP,-50.261683,-20.855967
3533403,Nova Odessa,5111.0,SP,-47.294059,-22.783186
3533502,Novo Horizonte,5112.0,SP,-49.223409,-21.465145
3533601,Nuporanga,5113.0,SP,-47.742942,-20.729619
3533700,Ocauçu,5114.0,SP,-49.922005,-22.437979
3533809,Óleo,5115.0,SP,-49.341924,-22.943461
3533908,Olímpia,5116.0,SP,-48.910625,-20.736634
3534005,Onda Verde,5117.0,SP,-49.292925,-20.60423
3534104,Oriente,5118.0,SP,-50.097105,-22.154939
3534203,Orindiúva,5119.0,SP,-49.346395,-20.18607
3534302,Orlândia,5120.0,SP,-47.885205,-20.716925
3534401,Osasco,5121.0,SP,-46.791555,-23.53239
3534500,Oscar Bressane,5122.0,SP,-50.281118,-22.314874
3534609,Osvaldo Cruz,5123.0,SP,-50.879288,-21.796753
3534708,Ourinhos,5124.0,SP,-49.869702,-22.979695
3534757,Ouroeste,5125.0,SP,-50.376807,-20.006052
3534807,Ouro Verde,5126.0,SP,-51.702398,-21.48715
3534906,Pacaembu,5127.0,SP,-51.265366,-21.562661
3535002,Palestina,5128.0,SP,-49.430854,-20.390046
3535101,Palmares Paulista,5129.0,SP,-48.803656,-21.085369
3535309,Palmital,5131.0,SP,-50.217964,-22.785849
3535408,Panorama,5132.0,SP,-51.856185,-21.353973
3535507,Paraguaçu Paulista,5133.0,SP,-50.57316,-22.411369
3535606,Paraibuna,5134.0,SP,-45.663943,-23.387213
3535705,Paraíso,5135.0,SP,-48.776105,-21.015911
3535804,Paranapanema,5136.0,SP,-48.721435,-23.386196
3535903,Paranapuã,5137.0,SP,-50.588634,-20.104774
3536000,Parapuã,5138.0,SP,-50.794882,-21.779205
3536109,Pardinho,5139.0,SP,-48.367942,-23.084056
3536208,Pariquera-Açu,5140.0,SP,-47.874152,-24.714652
3536257,Parisi,5141.0,SP,-50.016277,-20.303397
3536307,Patrocínio Paulista,5142.0,SP,-47.280124,-20.638361
3536406,Paulicéia,5143.0,SP,-51.832098,-21.315262
3536505,Paulínia,5144.0,SP,-47.148776,-22.754178
3536570,Paulistânia,5145.0,SP,-49.400845,-22.576831
3536604,Paulo de Faria,5146.0,SP,-49.400013,-20.029612
3536703,Pederneiras,5147.0,SP,-48.778113,-22.351086
3536802,Pedra Bela,5148.0,SP,-46.44555,-22.790174
3536901,Pedranópolis,5149.0,SP,-50.112937,-20.247378
3537008,Pedregulho,5150.0,SP,-47.47745,-20.253468
3537107,Pedreira,5151.0,SP,-46.894846,-22.741347
3537156,Pedrinhas Paulista,5152.0,SP,-50.793287,-22.817378
3537206,Pedro de Toledo,5153.0,SP,-47.23537,-24.276391
3537305,Penápolis,5154.0,SP,-50.076855,-21.414765
3537404,Pereira Barreto,5155.0,SP,-51.112268,-20.636767
3537503,Pereiras,5156.0,SP,-47.972005,-23.08037
3537602,Peruíbe,5157.0,SP,-47.0012,-24.311974
3537701,Piacatu,5158.0,SP,-50.600343,-21.592142
3537800,Piedade,5159.0,SP,-47.425572,-23.713941
